Account_No,Age,Gender,EducationLevel,Marital_Status,Account_Type,No_Of_Linked_Accounts,No_Of_Months_On_Bank,Has_Credit_Card,Credit_Score,Estimated_Income,Balance_Amount
4998371135,56,Female,Uneducated,Single,Savings,1,37,Yes,609,Unknown,547704205.9
4998371136,55,Female,Unknown,Single,Savings,2,29,Yes,618,40K - 60K,544820476.1
4998371137,41,Female,College,Married,Savings,1,35,Yes,850,Less than 40K,543280691.2
4998371138,45,Female,Doctorate,Married,Savings,1,51,No,669,Less than 40K,540729433.9
4998371139,52,Male,Graduate,Single,Savings,2,40,Yes,594,60K - 80K,540628337
4998371140,40,Female,Graduate,Married,Savings,2,71,Yes,616,Less than 40K,545628337
4998371141,45,Female,Graduate,Single,Savings,1,49,Yes,676,40K - 60K,547628337
4998371142,43,Male,Graduate,Divorced,Savings,1,38,No,608,60K - 80K,548128337
4998371143,59,Female,Unknown,Married,Savings,2,21,Yes,710,Less than 40K,547701470.7
4998371144,56,Female,Graduate,Single,Savings,2,29,Yes,695,Less than 40K,545120326
4998371145,44,Female,Post-Graduate,Married,Current,1,33,No,530,Less than 40K,542357751.2
4998371146,54,Female,Unknown,Single,Savings,2,29,Yes,509,Less than 40K,540731811.8
4998371147,49,Female,High School,Married,Savings,1,45,No,517,Less than 40K,540283032
4998371148,39,Female,High School,Single,Savings,2,33,Yes,758,Less than 40K,540281505.4
4998371149,49,Female,College,Married,Savings,1,51,No,665,40K - 60K,540279533.6
4998371150,44,Female,Graduate,Married,Savings,1,22,Yes,631,40K - 60K,545279533.6
4998371151,42,Female,Graduate,Married,Savings,2,33,No,576,Less than 40K,547279533.6
4998371152,45,Female,Doctorate,Married,Savings,1,22,No,544,Less than 40K,547779533.6
4998371153,38,Female,Post-Graduate,Unknown,Savings,3,40,Yes,596,Less than 40K,545020996
4998371154,46,Female,College,Married,Savings,2,34,Yes,481,Unknown,543665290.7
4998371155,58,Female,Uneducated,Divorced,Savings,1,46,Yes,498,Less than 40K,542019439.5
4998371156,57,Female,Graduate,Married,Savings,2,31,Yes,512,Less than 40K,541540173
4998371157,50,Male,Graduate,Divorced,Savings,1,56,Yes,594,120K +,541538154.5
4998371158,53,Male,High School,Unknown,Savings,1,30,Yes,570,80K - 120K,543538154.5
4998371159,52,Female,Graduate,Married,Savings,1,38,No,721,Less than 40K,543531049.9
4998371160,43,Female,Post-Graduate,Married,Savings,2,37,Yes,453,Less than 40K,548131049.9
4998371161,40,Female,Graduate,Single,Savings,1,48,Yes,562,Less than 40K,546272794.9
4998371162,49,Female,Unknown,Married,Savings,2,40,Yes,682,Less than 40K,548272794.9
4998371163,41,Male,Unknown,Married,Savings,1,40,No,748,60K - 80K,547069207.3
4998371164,51,Male,Uneducated,Married,Savings,2,32,No,729,80K - 120K,544033898.3
4998371165,31,Female,Post-Graduate,Unknown,Savings,1,39,Yes,663,Unknown,542998964.6
4998371166,49,Female,Graduate,Unknown,Savings,2,53,No,735,40K - 60K,545998964.6
4998371167,40,Male,Uneducated,Single,Savings,2,62,Yes,627,80K - 120K,546998964.6
4998371168,45,Female,Graduate,Married,Savings,1,46,Yes,713,Unknown,547998964.6
4998371169,56,Female,Graduate,Single,Savings,1,31,No,562,Less than 40K,547997947.4
4998371170,49,Male,High School,Married,Savings,1,43,Yes,632,80K - 120K,547144830.2
4998371171,36,Female,Graduate,Married,Savings,1,33,No,479,40K - 60K,547143819.3
4998371172,46,Female,High School,Married,Savings,2,21,No,658,Less than 40K,544171368.6
4998371173,54,Female,Unknown,Married,Savings,1,40,Yes,598,Less than 40K,542038150.1
4998371174,42,Female,Doctorate,Married,Savings,2,19,Yes,597,Less than 40K,536602127.4
4998371175,46,Female,Graduate,Unknown,Savings,2,33,Yes,512,Unknown,532022816.3
4998371176,45,Female,Uneducated,Married,Savings,1,39,Yes,704,Less than 40K,537022816.3
4998371177,37,Male,Uneducated,Married,Savings,2,26,No,474,120K +,535076623
4998371178,55,Female,Graduate,Single,Savings,1,36,Yes,604,Less than 40K,533782877.6
4998371179,49,Female,High School,Single,Savings,2,41,Yes,683,Less than 40K,544982877.6
4998371180,41,Male,High School,Single,Savings,2,28,Yes,537,60K - 80K,544982368.5
4998371181,47,Female,Post-Graduate,Single,Savings,2,31,No,794,40K - 60K,547982368.5
4998371182,42,Male,High School,Unknown,Savings,1,55,No,732,60K - 80K,543727934.2
4998371183,31,Female,Graduate,Single,Savings,1,38,Yes,495,Less than 40K,540287214.1
4998371184,50,Male,Post-Graduate,Married,Savings,2,38,Yes,552,80K - 120K,538360207.4
4998371185,41,Female,Unknown,Married,Savings,2,29,Yes,602,Less than 40K,548260207.4
4998371186,47,Female,Graduate,Single,Savings,1,40,No,607,Less than 40K,548258026.7
4998371187,40,Male,Post-Graduate,Single,Savings,1,33,Yes,675,40K - 60K,547701748.6
4998371188,47,Female,High School,Married,Savings,1,54,Yes,443,Less than 40K,547692231.2
4998371189,46,Female,Graduate,Unknown,Savings,2,31,No,727,Unknown,547357893.6
4998371190,51,Female,Graduate,Married,Savings,1,38,Yes,482,Unknown,543397036.6
4998371191,53,Female,College,Married,Savings,2,34,Yes,686,Less than 40K,542262210.2
4998371192,50,Male,Post-Graduate,Divorced,Savings,1,35,Yes,588,60K - 80K,540629242.8
4998371193,59,Female,High School,Single,Savings,1,48,No,605,40K - 60K,540628233.2
4998371194,43,Female,Graduate,Married,Savings,2,39,Yes,583,Less than 40K,542228233.2
4998371195,59,Female,High School,Married,Savings,2,37,Yes,738,Less than 40K,546228233.2
4998371196,51,Female,Graduate,Married,Savings,1,30,Yes,744,Less than 40K,548228233.2
4998371197,57,Female,College,Single,Savings,1,23,Yes,781,Unknown,548225237
4998371198,47,Female,Uneducated,Single,Savings,1,34,Yes,699,Unknown,544946311.9
4998371199,35,Female,Graduate,Single,Savings,2,27,No,639,Less than 40K,543375606.6
4998371200,55,Female,College,Divorced,Savings,3,27,Yes,583,Less than 40K,541010931.3
4998371201,41,Female,College,Married,Savings,1,42,No,587,Less than 40K,540452373.6
4998371202,51,Female,Graduate,Single,Savings,2,40,Yes,694,Less than 40K,547652373.6
4998371203,48,Female,Uneducated,Married,Savings,1,29,Yes,570,Unknown,547649004.2
4998371204,51,Female,Graduate,Married,Savings,4,45,Yes,692,Less than 40K,544972455.2
4998371205,43,Female,High School,Married,Savings,2,30,Yes,511,Less than 40K,547972455.2
4998371206,39,Female,Graduate,Divorced,Savings,1,32,No,788,Less than 40K,544977989.2
4998371207,52,Female,High School,Married,Savings,2,66,Yes,526,Less than 40K,541619552.6
4998371208,47,Female,Uneducated,Single,Savings,1,46,Yes,749,Less than 40K,539699683.7
4998371209,44,Male,High School,Single,Savings,2,33,Yes,691,60K - 80K,539033681
4998371210,42,Female,College,Married,Savings,1,39,Yes,481,Unknown,547533681
4998371211,51,Female,Unknown,Married,Current,2,33,Yes,752,Less than 40K,547495116.6
4998371212,56,Male,Graduate,Single,Savings,1,38,No,658,60K - 80K,547489584.6
4998371213,44,Male,College,Single,Savings,1,42,Yes,679,40K - 60K,546821114.3
4998371214,47,Female,High School,Single,Savings,2,27,No,754,Less than 40K,543622150.9
4998371215,51,Female,Uneducated,Single,Savings,2,47,Yes,679,Less than 40K,541502193.3
4998371216,47,Male,High School,Married,Savings,2,39,No,633,80K - 120K,545502193.3
4998371217,44,Female,College,Single,Savings,1,31,Yes,674,Unknown,547502193.3
4998371218,48,Male,Unknown,Married,Savings,1,28,No,600,60K - 80K,548002193.3
4998371219,45,Female,Graduate,Married,Savings,2,49,Yes,645,Less than 40K,548000196.3
4998371220,40,Male,Unknown,Single,Savings,2,36,No,698,80K - 120K,546264235.4
4998371221,56,Female,Uneducated,Unknown,Savings,1,54,Yes,508,40K - 60K,540106668.3
4998371222,48,Female,Unknown,Divorced,Savings,3,44,Yes,555,Less than 40K,537818518.3
4998371223,50,Female,Unknown,Single,Savings,1,48,Yes,751,Less than 40K,530425116.8
4998371224,37,Female,Uneducated,Married,Savings,2,39,No,738,Unknown,529874792.6
4998371225,55,Female,Graduate,Divorced,Savings,1,39,No,706,Less than 40K,529873775
4998371226,38,Male,Unknown,Single,Savings,2,53,Yes,595,80K - 120K,539873775
4998371227,49,Female,High School,Married,Savings,1,43,No,577,40K - 60K,547673775
4998371228,47,Male,Doctorate,Unknown,Savings,1,36,Yes,578,120K +,543682715.7
4998371229,42,Female,Unknown,Married,Savings,2,32,Yes,699,Less than 40K,541842537.4
4998371230,52,Female,College,Unknown,Savings,2,30,No,826,Less than 40K,541486348
4998371231,47,Female,High School,Married,Savings,1,46,Yes,656,Less than 40K,547886348
4998371232,52,Female,Unknown,Single,Savings,1,47,Yes,556,40K - 60K,547883554.7
4998371233,50,Female,Graduate,Single,Savings,1,41,Yes,569,Less than 40K,547191648.7
4998371234,52,Male,Graduate,Married,Savings,1,34,No,765,80K - 120K,547190258
4998371235,50,Female,College,Married,Savings,2,37,No,544,Unknown,542761179.3
4998371236,46,Male,College,Married,Savings,1,22,Yes,588,80K - 120K,539667687.7
4998371237,40,Male,High School,Single,Current,2,31,No,740,120K +,538215592.3
4998371238,42,Female,High School,Married,Savings,1,38,No,850,Less than 40K,548215592.3
4998371239,29,Female,Graduate,Married,Savings,2,30,Yes,766,Less than 40K,547599015.1
4998371240,50,Male,High School,Divorced,Savings,2,41,Yes,849,80K - 120K,547597005
4998371241,43,Female,Graduate,Married,Savings,2,33,Yes,612,Less than 40K,548197005
4998371242,40,Male,Uneducated,Single,Savings,1,53,Yes,517,120K +,548182427.9
4998371243,45,Female,Graduate,Married,Savings,2,55,Yes,645,Unknown,548174803.8
4998371244,35,Female,Doctorate,Married,Savings,1,43,No,696,Less than 40K,545440397.6
4998371245,55,Female,College,Single,Savings,2,40,No,716,Less than 40K,541907158.1
4998371246,49,Female,Unknown,Married,Savings,2,32,Yes,590,40K - 60K,540312961.3
4998371247,53,Female,High School,Single,Savings,1,45,Yes,656,40K - 60K,548212961.3
4998371248,46,Male,High School,Married,Savings,1,35,Yes,473,40K - 60K,547673751.4
4998371249,50,Female,High School,Married,Savings,1,44,No,742,Less than 40K,547670489
4998371250,53,Female,Graduate,Divorced,Savings,3,57,Yes,834,40K - 60K,547664656.1
4998371251,58,Female,Graduate,Single,Savings,2,41,No,721,Less than 40K,543990299.5
4998371252,47,Female,High School,Unknown,Savings,1,29,Yes,590,Less than 40K,542270327.2
4998371253,50,Female,High School,Married,Savings,1,31,Yes,516,Less than 40K,539293983.9
4998371254,56,Female,Uneducated,Single,Savings,1,33,No,850,Less than 40K,548193983.9
4998371255,48,Male,Graduate,Married,Savings,1,39,Yes,748,40K - 60K,547453584.5
4998371256,55,Female,High School,Single,Savings,1,38,Yes,798,Less than 40K,547449960
4998371257,38,Male,Graduate,Single,Savings,1,76,Yes,612,Less than 40K,547433713.9
4998371258,46,Female,High School,Married,Savings,1,40,No,540,40K - 60K,543620360.4
4998371259,52,Female,Graduate,Single,Savings,2,33,Yes,719,Less than 40K,541820522.9
4998371260,49,Female,Post-Graduate,Single,Savings,1,48,Yes,598,Unknown,539414864.7
4998371261,48,Male,Uneducated,Divorced,Salary,2,32,No,796,80K - 120K,531630483.3
4998371262,36,Female,Doctorate,Single,Savings,1,42,Yes,579,Unknown,525489862.2
4998371263,36,Male,College,Married,Savings,1,40,Yes,850,120K +,523262680.3
4998371264,38,Female,High School,Single,Savings,1,35,No,599,Less than 40K,527262680.3
4998371265,44,Male,Uneducated,Divorced,Savings,1,30,Yes,724,120K +,529262680.3
4998371266,52,Female,Doctorate,Married,Savings,1,43,Yes,508,Unknown,529262709.8
4998371267,55,Female,College,Single,Savings,2,37,Yes,773,Unknown,544262709.8
4998371268,37,Female,Unknown,Married,Savings,1,28,No,526,Less than 40K,543733418.6
4998371269,51,Female,Graduate,Married,Savings,2,29,No,542,40K - 60K,547733418.6
4998371270,41,Female,Doctorate,Unknown,Savings,1,35,No,470,Less than 40K,547729307.6
4998371271,51,Male,High School,Married,Savings,2,37,Yes,805,60K - 80K,545243230.3
4998371272,40,Male,Graduate,Married,Current,1,49,No,548,60K - 80K,541580408.4
4998371273,65,Female,Doctorate,Single,Savings,1,37,Yes,672,Less than 40K,539661575.6
4998371274,46,Male,College,Married,Savings,1,45,Yes,773,80K - 120K,539310973.5
4998371275,45,Male,Graduate,Married,Savings,2,44,No,614,60K - 80K,539308488.6
4998371276,49,Male,Graduate,Single,Savings,1,38,No,537,80K - 120K,548208488.6
4998371277,49,Male,Unknown,Married,Savings,1,40,No,704,60K - 80K,543834240
4998371278,41,Female,High School,Married,Savings,1,41,Yes,586,40K - 60K,541867928.6
4998371279,41,Male,Graduate,Married,Current,2,24,No,677,80K - 120K,544867928.6
4998371280,41,Male,Graduate,Married,Savings,2,31,Yes,558,60K - 80K,547867928.6
4998371281,51,Female,College,Single,Savings,2,37,Yes,634,Less than 40K,544671355.9
4998371282,46,Female,Graduate,Married,Savings,1,37,Yes,655,Less than 40K,542186243.5
4998371283,37,Female,Unknown,Single,Savings,2,28,Yes,619,Less than 40K,537103900.7
4998371284,39,Male,Uneducated,Married,Savings,2,41,Yes,662,40K - 60K,537098008.7
4998371285,46,Male,Uneducated,Single,Savings,1,33,Yes,705,60K - 80K,537092924
4998371286,43,Female,High School,Single,Savings,1,35,Yes,527,40K - 60K,537090184.7
4998371287,63,Male,Graduate,Single,Savings,1,25,Yes,630,80K - 120K,547090184.7
4998371288,50,Male,Graduate,Married,Current,2,35,Yes,850,120K +,548090184.7
4998371289,37,Male,Uneducated,Married,Savings,1,53,No,668,40K - 60K,547450969.9
4998371290,33,Female,Doctorate,Single,Savings,2,32,Yes,573,Less than 40K,547225320.9
4998371291,44,Male,Post-Graduate,Married,Savings,1,27,Yes,680,60K - 80K,547725320.9
4998371292,44,Male,Uneducated,Married,Savings,1,32,Yes,758,80K - 120K,548225320.9
4998371293,47,Male,High School,Married,Savings,2,45,No,597,60K - 80K,546477135.4
4998371294,45,Female,Graduate,Unknown,Savings,2,35,Yes,580,Unknown,545744485.7
4998371295,39,Female,Graduate,Married,Savings,1,59,Yes,622,Unknown,547444485.7
4998371296,47,Female,Graduate,Married,Savings,2,62,Yes,638,Less than 40K,544425235.5
4998371297,52,Female,Unknown,Single,Savings,2,20,No,640,Less than 40K,541304041.4
4998371298,47,Female,Uneducated,Single,Savings,2,28,Yes,644,Unknown,540621110.5
4998371299,49,Female,Graduate,Single,Savings,1,31,No,753,Less than 40K,540614963.2
4998371300,59,Female,College,Married,Savings,3,37,No,629,Less than 40K,540608774.1
4998371301,39,Male,High School,Married,Savings,1,30,Yes,775,120K +,541108774.1
4998371302,35,Female,High School,Married,Savings,1,41,Yes,701,40K - 60K,546108774.1
4998371303,39,Female,Graduate,Single,Savings,1,19,Yes,708,Less than 40K,546608774.1
4998371304,41,Male,Unknown,Married,Savings,1,22,Yes,521,80K - 120K,545184359.7
4998371305,46,Female,Unknown,Unknown,Savings,2,24,No,636,40K - 60K,545684359.7
4998371306,34,Male,Graduate,Married,Savings,2,31,Yes,529,60K - 80K,548184359.7
4998371307,49,Female,Uneducated,Married,Savings,1,28,Yes,757,Less than 40K,546316566.1
4998371308,55,Female,Graduate,Married,Savings,2,24,Yes,767,Unknown,544213230.5
4998371309,56,Female,Graduate,Single,Savings,2,33,Yes,525,Less than 40K,538066823
4998371310,52,Female,High School,Single,Savings,2,38,Yes,759,Unknown,548066823
4998371311,46,Male,Uneducated,Unknown,Savings,1,45,Yes,520,40K - 60K,537457547.1
4998371312,51,Female,Graduate,Divorced,Savings,2,26,Yes,738,Unknown,536744817.3
4998371313,45,Male,Uneducated,Married,Savings,1,37,Yes,548,80K - 120K,536743762.7
4998371314,37,Female,Graduate,Single,Savings,1,48,Yes,535,Less than 40K,536741654
4998371315,48,Female,High School,Married,Savings,1,59,Yes,615,40K - 60K,547541654
4998371316,52,Male,College,Single,Savings,2,38,No,850,60K - 80K,543969270.3
4998371317,44,Female,High School,Single,Savings,1,34,No,487,Less than 40K,541924038.5
4998371318,55,Female,Graduate,Married,Savings,2,30,No,731,Less than 40K,539283379
4998371319,45,Female,Graduate,Married,Savings,2,35,No,726,Less than 40K,539278425
4998371320,43,Female,Uneducated,Unknown,Savings,1,35,Yes,609,Unknown,545578425
4998371321,52,Female,High School,Married,Savings,1,52,Yes,714,Less than 40K,548178425
4998371322,61,Male,Graduate,Single,Savings,1,35,Yes,694,Unknown,547572715.9
4998371323,51,Female,Doctorate,Married,Savings,1,33,No,786,Unknown,547569661.4
4998371324,34,Female,Graduate,Single,Savings,2,27,No,698,Unknown,547561605.3
4998371325,33,Female,Graduate,Single,Savings,1,46,No,601,Less than 40K,548261605.3
4998371326,38,Female,Unknown,Married,Savings,1,41,Yes,769,40K - 60K,544529430.5
4998371327,56,Female,College,Single,Savings,2,44,No,850,Unknown,542418586.8
4998371328,45,Female,Graduate,Single,Savings,2,50,Yes,646,Unknown,548218586.8
4998371329,44,Male,Uneducated,Divorced,Savings,1,44,No,659,60K - 80K,546000848.5
4998371330,52,Female,Unknown,Divorced,Savings,1,33,Yes,487,Less than 40K,542365037.3
4998371331,30,Female,High School,Single,Savings,2,40,Yes,740,Unknown,548265037.3
4998371332,56,Male,High School,Single,Savings,2,39,Yes,686,120K +,542516818
4998371333,46,Male,Uneducated,Married,Savings,2,36,Yes,612,80K - 120K,541999065.3
4998371334,34,Male,High School,Unknown,Savings,2,37,No,655,80K - 120K,541926592.1
4998371335,43,Female,Graduate,Divorced,Savings,2,34,Yes,617,Unknown,541917745.2
4998371336,37,Male,Unknown,Single,Savings,1,27,No,674,40K - 60K,541916930.7
4998371337,37,Female,Unknown,Married,Savings,2,32,Yes,711,Less than 40K,547616930.7
4998371338,49,Female,Unknown,Married,Savings,1,27,Yes,624,Less than 40K,548116930.7
4998371339,40,Male,Uneducated,Married,Savings,2,26,No,597,80K - 120K,544438165.2
4998371340,37,Female,Unknown,Single,Savings,1,46,Yes,682,Less than 40K,542701878.8
4998371341,46,Female,High School,Single,Savings,1,45,Yes,775,Less than 40K,540004649.7
4998371342,53,Male,Unknown,Single,Savings,1,29,Yes,727,120K +,539594330.5
4998371343,56,Female,High School,Married,Savings,2,31,Yes,629,Unknown,545094330.5
4998371344,65,Male,College,Single,Savings,2,46,Yes,684,Less than 40K,545089284.4
4998371345,50,Female,Doctorate,Single,Savings,2,37,Yes,549,Less than 40K,545035376
4998371346,50,Male,Unknown,Married,Savings,2,69,No,593,60K - 80K,545032119
4998371347,61,Female,Post-Graduate,Married,Savings,2,40,Yes,536,40K - 60K,548212119
4998371348,35,Female,Graduate,Married,Savings,1,36,No,707,40K - 60K,545288940.9
4998371349,65,Female,Graduate,Single,Savings,2,41,Yes,592,Less than 40K,543517093.8
4998371350,45,Female,Graduate,Single,Savings,1,44,Yes,703,40K - 60K,540189652.4
4998371351,50,Female,Post-Graduate,Married,Savings,2,45,Yes,723,Unknown,532817773.5
4998371352,43,Female,Uneducated,Divorced,Savings,2,52,No,452,Less than 40K,530297629.6
4998371353,48,Female,Unknown,Married,Savings,2,42,No,552,Less than 40K,529718285
4998371354,41,Female,Graduate,Single,Savings,1,47,Yes,633,Less than 40K,520449620.1
4998371355,42,Male,Graduate,Single,Savings,1,23,No,479,60K - 80K,523449620.1
4998371356,52,Female,High School,Single,Savings,2,25,Yes,768,Less than 40K,538449620.1
4998371357,45,Female,Uneducated,Single,Savings,1,31,Yes,742,Less than 40K,548149620.1
4998371358,37,Male,High School,Married,Savings,1,56,Yes,668,40K - 60K,545211843.9
4998371359,48,Male,Post-Graduate,Married,Savings,2,44,Yes,707,40K - 60K,541345194.1
4998371360,59,Female,Graduate,Married,Savings,2,39,Yes,754,Less than 40K,539237501.1
